project,f1,precision,recall,g-score,d2h,popt20,ifa,pd,pf
piccolo2d.csv,0,0,0,0,1,0.44,17,0,0.12
fityk.csv,0.71,0.67,0.67,0.54,0.79,0.38,0,0.67,0.75
xreal.csv,0,0,0,0,1,0,36,0,0
scenemonitor.csv,0.33,0.33,0.25,0.29,0.83,0.17,2,0.25,0.17
fontforge.csv,0.25,0.33,0.2,0.23,0.87,0.2,2,0.2,0.29
exist.csv,0.78,0.73,0.82,0.77,0.45,0.38,0,0.82,0.41
zabbix.csv,0.67,0.77,0.62,0.67,0.46,0.71,0,0.62,0.11
prelude.csv,0.93,0.89,0.88,0.83,0.5,0.33,0,0.88,0.5
emeraldemu.csv,0.13,0.47,0.07,0.09,0.93,0.67,7,0.07,0.02
dspace-gsoc.csv,0.67,0.62,0.71,0.15,1.01,0.25,1,0.71,0.75
chrysalis.csv,0.29,0.44,0.2,0.24,0.81,0.56,0,0.2,0.15
olsrd.csv,0.89,0.86,0.92,0.79,0.51,0.38,1,0.92,0.5
bionote.csv,0,0,0,0,1,0,10,0,0.1
sadl.csv,0.4,0.25,0.5,0.56,0.5,0.5,5,0.5,0
gmerlin.csv,0.18,0.2,0.17,0.2,0.89,0.5,3,0.17,0.23
applet2app.csv,0,0,0,0,1,0,334,0,0
zoolib.csv,0,0,0,0,1,0,71,0,0
xmoto.csv,0.46,0.5,0.43,0.46,0.73,0.5,1,0.43,0.33
wgs-assembler.csv,0,0,0,0,1,0,21,0,0
open-beos.csv,0.52,0.67,0.44,0.49,0.59,0.56,2,0.44,0.15
jvcl.csv,0,0,0,0,1,0,31,0,0
zemljanka.csv,0.98,0.95,1,0,1,0.4,0,1,1
gzigzag.csv,0.18,0.2,0.17,0.2,0.86,0.67,2,0.17,0.21
psycle.csv,0.78,0.73,0.78,0.66,0.7,0.39,1,0.78,0.68
pidgin.csv,0.82,0.78,0.94,0.68,0.69,0.32,0,0.94,0.69
empyrean.csv,0.71,0.69,0.79,0.61,0.63,0.46,1,0.79,0.62
zealos.csv,0.5,0.45,0.5,0.52,0.61,0.5,1,0.5,0.36
xcmetadataservicestoolkit.csv,0.75,0.75,0.75,0.6,0.71,0.27,0,0.75,0.67
unimrcp.csv,0.43,0.33,0.5,0.56,0.59,0.43,2,0.5,0.27
xfce.csv,0.81,0.7,0.97,0.43,0.87,0.43,1,0.97,0.87
pamguard.csv,0.69,0.64,0.75,0.57,0.76,0.31,0,0.75,0.71
bdbbasic.csv,0.4,0.33,0.5,0.52,0.64,0.5,3,0.5,0.22
playerstage.csv,0.61,0.64,0.58,0.61,0.48,0.55,0,0.58,0.24
coot.csv,0.59,0.62,0.62,0.59,0.58,0.43,1,0.62,0.43
exl.csv,0.82,0.78,0.88,0,1,0.33,1,0.88,1
lsb.csv,0.71,1,0.67,0.71,0.34,0.5,0,0.67,0
jsecurity.csv,0.27,0.25,0.25,0.29,0.75,0.5,4,0.25,0.18
ta3d.csv,0.62,0.62,0.57,0,1.04,0.5,2,0.57,1
xbrlapi.csv,0.42,0.5,0.44,0.38,0.79,0.4,0,0.44,0.5
phonon-vlc-mplayer.csv,0.71,1,0.71,0.69,0.36,0.83,0,0.71,0
mbse.csv,0.24,0.5,0.15,0.18,0.85,0.75,1,0.15,0.05
redshell.csv,0.97,0.95,1,0,1,0.42,0,1,1
qedo.csv,0,0,0,0,1,0,50,0,0
libtorrent.csv,0.91,0.86,1,0,1,0.32,0,1,1
graphmak.csv,0.43,0.33,0.4,0.44,0.78,0.5,2,0.4,0.22
ldview.csv,0.33,0.5,0.25,0.29,0.76,0.4,1,0.25,0.14
raygina.csv,0.29,0.43,0.2,0.24,0.81,0.5,2,0.2,0.38
autat.csv,0.29,0.25,0.33,0.37,0.7,0.5,2,0.33,0.21
yale.csv,0,0,0,0,1,0,192,0,0
onotoa.csv,0.74,0.83,0.67,0.59,0.72,0.5,0,0.67,0.67
power-architect.csv,0.87,0.79,0.91,0,1,0.33,0,0.91,1
rebecca-aiml.csv,0.5,0.6,0.36,0.41,0.64,0.6,0,0.36,0.07
miranda-icq.csv,0,0,0,0,1,0,39,0,0
tcl.csv,0.4,0.45,0.5,0.38,0.84,0.38,1,0.5,0.62
rtb-team.csv,0.67,0.67,0.67,0.7,0.36,0.33,0,0.67,0.12
qse.csv,0.73,0.75,0.86,0.79,0.42,0.38,0,0.86,0.22
httpcontentparser.csv,0,0,0,0,1,0,36,0,0
mycila.csv,0,0,0,0,1,0,9,0,0.11
bochs.csv,0.54,0.6,0.41,0.46,0.61,0.64,0,0.41,0.17
bnetd.csv,0.47,0.57,0.5,0.44,0.86,0.36,1,0.5,0.29
badtrinity-zero.csv,0.51,0.47,0.56,0.52,0.73,0.42,3,0.56,0.53
boost.csv,0.13,0.19,0.1,0.12,0.94,0.56,10,0.1,0.18
decidr.csv,0.73,0.7,0.73,0.71,0.53,0.4,0,0.73,0.31
barracudamvc.csv,0.86,0.86,0.86,0.58,0.76,0.35,0,0.86,0.75
kaffeine.csv,0.89,0.89,0.89,0.77,0.51,0.36,0,0.89,0.5
rtrt-on-gpu.csv,0.57,0.5,0.5,0.56,0.5,0.4,0,0.5,0.1
open-media-library.csv,0.59,0.56,0.62,0.61,0.58,0.4,0,0.62,0.44
amateur-scrolls.csv,0.44,0.4,0.5,0.53,0.61,0.5,2,0.5,0.33
servicestack.csv,0,0,0,0,1,0.6,11,0,0.22
freewrl.csv,0.57,0.5,0.6,0.54,0.72,0.25,0,0.6,0.5
dynalloy.csv,0.55,0.41,0.6,0.59,0.64,0.62,0,0.6,0.33
jmol.csv,0.89,0.81,1,0,1,0.31,0,1,1
mpgravity.csv,0.4,0.33,0.33,0.38,0.68,0,0,0.33,0
rohxel.csv,0.78,0.75,0.86,0,1.01,0.3,0,0.86,1
slimdx.csv,0,0,0,0,1,0,49,0,0
codesmith.csv,0.77,0.72,0.77,0.67,0.71,0.36,1,0.77,0.67
magicwars.csv,0.65,1,0.59,0.64,0.44,0.75,0,0.59,0
tktoolkit.csv,0,0,0,0,1,0,35,0,0
e-bio-flow.csv,0.5,0.5,0.5,0.53,0.58,0.5,1,0.5,0.3
stuproa-cims.csv,0.39,0.45,0.36,0.41,0.65,0.64,3,0.36,0.1
rsyslog.csv,0.55,0.5,0.6,0.47,0.8,0.44,0,0.6,0.4
lportal.csv,0,0,0,0,1,0,716,0,0
doomlegacy.csv,0.84,0.76,1,0,1,0.33,0,1,1
freenet.csv,0.8,0.72,0.87,0.66,0.65,0.34,0,0.87,0.65
sidekar.csv,0.77,0.71,0.85,0.7,0.55,0.43,0,0.85,0.5
wishmaster.csv,0.29,0.25,0.33,0.37,0.71,0.5,2,0.33,0.08
pgui.csv,0.47,0.44,0.4,0.45,0.61,0.5,3,0.4,0.25
aztec.csv,0,0,0,0,1,0,63,0,0
joustsim.csv,0.4,0.33,0.5,0.54,0.53,0.29,2,0.5,0.17
oorexx.csv,0.71,0.71,0.71,0.68,0.49,0.43,1,0.71,0.4
maidsafe-dht.csv,0,0,0,0,1,0,14,0,0.08
cubefs.csv,0.78,0.7,0.88,0.49,0.82,0.43,0,0.88,0.71
rodin-b-sharp.csv,0.72,0.71,0.83,0.81,0.43,0.65,0,0.83,0.1
chaosrts.csv,0.92,0.9,0.96,0,1,0.33,1,0.96,1
xmemcached.csv,0.6,0.6,0.5,0.56,0.5,0.57,1,0.5,0.15
synergyspace.csv,0.22,0.23,0.17,0.2,0.84,0.67,0,0.17,0.1
psrchive.csv,0,0,0,0,1,0,17,0,0
lockss.csv,0,0,0,0,1,0,21,0,0
algebsql.csv,0.75,0.67,0.86,0.74,0.45,0.5,0,0.86,0.29
jbasic.csv,0.48,0.6,0.38,0.3,0.78,0.6,1,0.38,0.15
all-plasm.csv,0.62,0.5,0.75,0.62,0.67,0.4,0,0.75,0.67
patterntesting.csv,0.25,0.45,0.17,0.2,0.84,0.5,2,0.17,0.44
linuxsh.csv,0.4,0.33,0.5,0.54,0.53,0.5,1,0.5,0.09
ppcboot.csv,0.68,0.68,0.72,0.68,0.53,0.67,1,0.72,0.41
jasperreports.csv,0,0,0,0,1,0,99,0,0
icescrum.csv,0.29,0.33,0.25,0.29,0.8,0.5,2,0.25,0.29
kolmafia.csv,0.63,0.7,0.56,0.59,0.53,0.3,1,0.56,0.38
rhex.csv,0,0,0,0,1,0,17,0,0.06
reactos-mirror.csv,0,0,0,0,1,0,174,0,0
qwired-suite.csv,0.5,0.5,0.75,0.68,0.54,0.5,1,0.75,0.2
quarkplayer.csv,0,0,0,0,1,0,33,0,0
kreatecd.csv,0.36,0.5,0.29,0.33,0.79,0.5,2,0.29,0.57
l2j.csv,0.84,0.8,0.85,0.73,0.56,0.38,0,0.85,0.53
bscwweasel.csv,0,0,0,0,1,0.5,31,0,0.07
quickfast.csv,0.72,0.89,0.89,0.49,0.67,0.33,0,0.89,0.17
mscore.csv,0.69,0.67,0.76,0.62,0.59,0.34,1,0.76,0.47
open-ms.csv,0,0,0,0,1,0,87,0,0
olap-navigator.csv,0.88,0.85,0.85,0.83,0.41,0.6,0,0.85,0.4
findbugs.csv,0.43,0.5,0.5,0.49,0.7,0.5,0,0.5,0.44
irplus.csv,0.4,0.36,0.4,0.44,0.8,0.6,2,0.4,0.44
jmule.csv,0.57,0.62,0.5,0.48,0.6,0.4,0,0.5,0.33
arcallians.csv,0.63,0.6,0.56,0.59,0.6,0.5,1,0.56,0.5
xcf.csv,0.57,0.56,0.57,0.55,0.69,0.43,2,0.57,0.67
heekscad.csv,0.69,0.71,0.6,0.64,0.56,0.33,1,0.6,0.44
cities3d.csv,0.25,0.25,0.25,0.29,0.75,0.5,2,0.25,0.01
megasquirtavr.csv,0.29,0.33,0.25,0.29,0.76,0.5,2,0.25,0.13
ivataopenportal.csv,0.59,0.62,0.55,0.57,0.58,0.53,1,0.55,0.38
continuum-ide.csv,0.4,0.5,0.33,0.38,0.68,0.5,1,0.33,0.12
libopenmetaverse.csv,0.46,0.5,0.43,0.43,0.71,0.5,1,0.43,0.57
rockbox.csv,0.57,0.67,0.5,0.55,0.52,0.2,0,0.5,0.29
intact.csv,0.33,0.27,0.33,0.37,0.73,0.5,2,0.33,0.27
salasaga.csv,0,0,0,0,1,0,35,0,0.03
triplea.csv,0.67,0.67,0.67,0.54,0.6,0.33,0,0.67,0.5
trinitycore.csv,0,0,0,0,1,0,44,0,0
bl-toolkit.csv,0.74,0.69,0.8,0.5,0.82,0.38,1,0.8,0.8
hannosset.csv,0,0,0,0,1,0,14,0,0.08
empserver.csv,0.36,0.5,0.29,0.33,0.77,0.5,1,0.29,0.43
ninject.csv,0,0,0,0,1,0,11,0,0.09
roller.csv,0.67,0.69,0.6,0.62,0.57,0.38,0,0.6,0.4
encog-java.csv,0,0,0,0,1,0,74,0,0.02
elvishrayrenderer.csv,0.62,0.67,0.57,0.55,0.76,0.33,1,0.57,0.67
ingex.csv,0.36,0.4,0.33,0.37,0.73,0.22,3,0.33,0.3
umber.csv,0.86,1,0.75,0.79,0.25,0.5,0,0.75,0
matrex.csv,0.67,0.73,0.87,0.61,0.45,0.45,1,0.87,0.2
jgameai.csv,0.43,0.36,0.4,0.45,0.61,0.5,1,0.4,0.08
factor.csv,0.84,0.8,1,0.72,0.4,0.43,0,1,0.4
owlapi.csv,0,0,0,0,1,0,30,0,0.04
octet.csv,0,0,0,0,1,0,10,0,0
lksctp.csv,0.78,0.75,0.82,0.68,0.63,0.3,0,0.82,0.6
alembik.csv,0.71,0.62,0.75,0.71,0.67,0.25,0,0.75,0.33
freebios.csv,0.6,0.6,0.56,0.6,0.57,0.6,0,0.56,0.3
elmo.csv,0,0,0,0,1,0,13,0,0
hazelcast.csv,0.96,0.92,1,0.83,0.5,0.3,1,1,0.5
migen.csv,0.47,0.4,0.57,0.34,0.86,0.31,0,0.57,0.33
pclasses.csv,0,0,0,0,1,0,12,0,0.08
avifile.csv,0,0,0,0,1,0,13,0,0
tweetsharp.csv,0.74,0.75,0.75,0.6,0.71,0.33,0,0.75,0.67
array4j.csv,0,0,0,0,1,0.6,14,0,0.23
opendvr.csv,0.44,0.5,0.5,0.52,0.62,0.67,0,0.5,0.18
moast.csv,0.97,0.98,1,0.87,0.17,0.37,0,1,0.17
jaolt.csv,0.79,0.75,0.86,0.52,0.81,0.33,0,0.86,0.8
pcgen.csv,0.57,0.71,0.73,0.64,0.56,0.29,2,0.73,0.18
rosegarden.csv,0.63,0.79,0.52,0.57,0.48,0.62,0,0.52,0.06
netatalk.csv,0,0,0,0,1,0.33,8,0,0.25
beast-mcmc.csv,0.46,0.5,0.38,0.43,0.62,0.75,1,0.38,0.06
customsagetv.csv,0.87,0.91,1,0.91,0.33,0.36,0,1,0.11
baadengine.csv,0.87,0.82,0.96,0.7,0.62,0.43,0,0.96,0.61
gnome-jabber.csv,0.97,0.95,1,0,1,0.5,1,1,1
yarp0.csv,0.4,0.5,0.33,0.38,0.68,0.5,1,0.33,0.14
wxcrp.csv,0.29,0.4,0.17,0.2,0.83,0.5,2,0.17,0.13
sigil.csv,0.78,0.83,0.82,0.77,0.41,0.42,1,0.82,0.29
emulemorph.csv,0,0,0,0,1,0,21,0,0
lmms.csv,0.83,0.74,0.85,0.73,0.53,0.36,0,0.85,0.47
primefaces.csv,0.59,0.6,0.62,0.48,0.71,0.43,1,0.62,0.6
jnode.csv,0,0,0,0,1,0,81,0,0
qdvdauthor.csv,0.62,0.64,0.62,0,1.01,0.36,0,0.62,1
ftm.csv,0.52,0.57,0.5,0.52,0.61,0.46,1,0.5,0.36
mb-unit.csv,0.92,0.85,1,0,1,0.41,0,1,1
logicmail.csv,0.86,0.86,0.86,0.84,0.29,0.29,0,0.86,0.25
illumination.csv,0.29,0.33,0.25,0.29,0.77,0.5,2,0.25,0.08
sevenupdate.csv,0.9,0.9,0.9,0,1,0.4,0,0.9,1
opennms.csv,0.15,0.14,0.17,0.2,0.91,0.71,4,0.17,0.25
gamestone.csv,0.67,0.5,0.5,0.56,0.5,0,1,0.5,0
jam-daq.csv,0.53,0.5,0.56,0.56,0.64,0.57,1,0.56,0.4
badtrinitycore.csv,0,0,0,0,1,0,80,0,0
kftpgrabber.csv,0.33,0.4,0.33,0.37,0.75,0.33,3,0.33,0.31
qtwin.csv,0,0,0,0,1,0,497,0,0
snakeyaml.csv,0.22,0.23,0.17,0.2,0.84,0.5,1,0.17,0.03
mevenide.csv,0.36,0.33,0.33,0.38,0.67,0.62,0,0.33,0.11
robocode.csv,0.55,0.56,0.5,0.54,0.67,0.33,0,0.5,0.5
red5.csv,0.59,0.54,0.62,0.25,0.92,0.33,1,0.62,0.5
springside.csv,0.5,0.5,0.44,0.5,0.56,0.5,0,0.44,0.25
ltp.csv,0.82,0.69,0.98,0,1,0.33,0,0.98,1
gretl.csv,0.91,0.83,1,0,1,0.43,1,1,1
ambulant.csv,0.47,0.5,0.44,0.48,0.64,0.6,1,0.44,0.29
yaprm.csv,0.29,0.33,0.25,0.16,0.95,0.5,1,0.25,0.43
bulmages.csv,0,0,0,0,1.01,0.5,19,0,0.12
oscarmcmaster.csv,0,0,0,0,1,0,44,0,0
superwaba.csv,0.37,0.5,0.3,0.34,0.72,0.5,2,0.3,0.16
proftp.csv,0.6,0.57,0.67,0.55,0.54,0.29,0,0.67,0.43
kmatplot.csv,0.14,0.12,0.17,0.2,0.88,0.5,5,0.17,0.08
nuttx.csv,0.89,0.82,0.97,0,1,0.55,0,0.97,1
checker-framework.csv,0,0,0,0,1,0,12,0,0
plato.csv,0.93,0.89,0.89,0.77,0.51,0.43,0,0.89,0.5
alpine.csv,0,0,0,0,1,0,29,0,0
ns-3-dev-def-routing.csv,0.48,0.53,0.44,0.48,0.61,0.62,1,0.44,0.24
inkscape.csv,0.67,0.75,0.78,0.45,0.65,0.3,1,0.78,0.29
thrust.csv,0,0,0,0,1,0,11,0,0.11
fulguro.csv,0,0,0,0,1,0,17,0,0
gusanos.csv,0.85,0.77,0.79,0.69,0.55,0.35,1,0.79,0.5
popeye-chess.csv,0.62,0.83,0.57,0.6,0.48,0.5,0,0.57,0.11
blogentis.csv,0.5,0.5,0.4,0.45,0.6,0.67,1,0.4,0.21
tigermud.csv,0.67,0.75,0.57,0.6,0.52,0.4,0,0.57,0.5
moving-pictures.csv,0.36,0.4,0.33,0.36,0.79,0.4,2,0.33,0.43
critterding.csv,0.5,0.5,0.5,0.52,0.64,0.55,1,0.5,0.38
wxcode.csv,0,0,0,0,1,0,15,0,0
unicase.csv,0.84,0.73,1,0,1,0.36,0,1,1
v8.csv,0.96,0.93,1,0,1,0.42,0,1,1
x-ray-mule.csv,0.86,0.75,1,0.83,0.5,0.62,0,1,0.5
tango-cs.csv,0,0,0,0,1,0.43,21,0,0.14
geochat.csv,0,0,0,0,1,0.5,24,0,0.1
roolo.csv,0.75,0.75,0.75,0.77,0.28,0.67,0,0.75,0.14
quantlib.csv,0.33,1,0.2,0.24,0.8,0,0,0.2,0
bullet.csv,0.86,0.8,0.86,0.6,0.75,0.33,0,0.86,0.75
kowari.csv,0,0,0,0,1,0,16,0,0
free-evolution.csv,0.18,0.2,0.17,0.2,0.87,0.5,4,0.17,0.18
multitude.csv,0.53,0.53,0.62,0.48,0.71,0.4,2,0.62,0.58
stemkit.csv,0,0,0,0,1,0,14,0,0.07
xamj.csv,0.51,0.6,0.45,0.5,0.56,0.53,1,0.45,0.12
jlinalg.csv,0.86,0.89,0.9,0.77,0.39,0.4,0,0.9,0.33
cortex-vfx.csv,0.25,0.44,0.19,0.23,0.82,0.72,1,0.19,0.04
tokratan.csv,0,0,0,0,1,0.67,26,0,0.08
anaxagora.csv,0,0,0,0,1,0.5,24,0,0.29
ibatisdb.csv,0.6,0.5,0.86,0.81,0.36,0.42,0,0.86,0.14
cascading.csv,0.78,0.79,0.79,0.48,0.72,0.38,0,0.79,0.71
gbif-indexingtoolkit.csv,0,0,0,0,1,0,11,0,0.1
boost-sandbox.csv,0.84,0.73,0.95,0.4,0.88,0.4,0,0.95,0.88
chaperon.csv,0,0,0,,1,0,9,,0
owlib.csv,0.59,0.61,0.52,0.56,0.51,0.44,2,0.52,0.21
optalgtoolkit.csv,0.18,0.14,0.25,0.22,1.01,0.17,3,0.25,0.17
forester-atv.csv,0.6,0.5,0.6,0.41,0.81,0.4,1,0.6,0.25
zorannt.csv,0.25,0.25,0.2,0.24,0.8,0.75,2,0.2,0.11
ogrehg.csv,0.43,0.34,0.44,0.47,0.84,0.64,0,0.44,0.14
voms.csv,0,0,0,0,1,0.5,14,0,0.14
genoviz.csv,0,0,0,0,1,0,9,0,0
mecat.csv,0,0,0,,1,0,12,,0
kwave.csv,0,0,0,0,1,0.5,13,0,0.18
gogoego.csv,0.16,0.4,0.12,0.14,0.89,0.75,1,0.12,0.04
re2c.csv,0,0,0,0,1,0,10,0,0
gabel.csv,0,0,0,0,1,0,18,0,0.06
grisbi.csv,0.89,0.92,0.92,0.81,0.37,0.25,1,0.92,0.33
wheat.csv,0.5,0.5,0.5,0.48,0.78,0.5,1,0.5,0.4
omseek.csv,0,0,0,0,1,0,60,0,0
nabu-library.csv,0.74,0.75,0.85,0.76,0.5,0.58,0,0.85,0.17
jmoney.csv,0.44,0.4,0.5,0.53,0.6,0.4,3,0.5,0.33
orc.csv,0,0,0,0,1,0.5,30,0,0.07
tencompetence.csv,0.79,0.77,0.82,0.75,0.48,0.6,0,0.82,0.44
mpqc.csv,0,0,0,0,1,0,25,0,0
acdk.csv,0,0,0,0,1,0,72,0,0
alleg.csv,0.76,0.71,0.72,0.72,0.64,0.48,1,0.72,0.55
wxjs.csv,0,0,0,0,1,0,19,0,0
sqlpower-library.csv,0.82,0.88,0.89,0.76,0.4,0.27,0,0.89,0.33
tcvp.csv,0,0,0,0,1,0.5,16,0,0.13
xuggle.csv,0,0,0,0,1,0,82,0,0
fluidium.csv,0,0,0,0,1.12,0.5,8,0,0.67
jrefactory.csv,0.61,0.64,0.64,0.56,0.63,0.45,0,0.64,0.62
passwordsafe.csv,0.56,0.62,0.55,0.57,0.54,0.62,0,0.55,0.14
guineu.csv,0.44,0.5,0.4,0.45,0.62,0.5,0,0.4,0.18
zengine.csv,0.93,1,0.88,0.83,0.5,0.38,0,0.88,0
lite.csv,0.44,0.33,0.67,0.58,0.67,0.29,1,0.67,0.12
haphazard.csv,0,0,0,0,1,0,11,0,0.1
itext.csv,0.67,1,0.71,0.56,0.57,0.33,0,0.71,0
nug.csv,0.5,0.5,0.33,0.38,0.67,0.33,0,0.33,0.14
carabiner.csv,0.25,0.22,0.2,0.24,0.86,0.5,6,0.2,0.2
hydrogen.csv,0.67,0.67,0.67,0.71,0.34,0.33,1,0.67,0.05
opde.csv,0.4,0.4,0.4,0.44,0.69,0.6,0,0.4,0.33
botsnscouts.csv,0.62,0.6,0.6,0.63,0.57,0.43,1,0.6,0.4
pnotepad.csv,0.9,0.82,1,0,1,0.36,1,1,1
sepgsql.csv,0,0,0,0,1,0,116,0,0
jsr308-langtools.csv,0.77,0.71,0.83,0.62,0.67,0.29,0,0.83,0.5
pokenetonline.csv,0.83,0.8,0.83,0.77,0.6,0.33,0,0.83,0.4
qlc.csv,0.33,0.33,0.25,0.29,0.75,0.5,0,0.25,0.04
zact.csv,0,0,0,0,1,0,24,0,0
mumble.csv,0.46,0.4,0.4,0.45,0.6,0.6,2,0.4,0.23
javagroups.csv,0.4,0.5,0.33,0.38,0.68,0.45,2,0.33,0.11
yield.csv,0.71,0.75,0.75,0.74,0.41,0.4,0,0.75,0.23
yarp.csv,0.25,0.22,0.2,0.23,0.94,0.67,2,0.2,0.5
openefm.csv,0.43,0.5,0.43,0.47,0.64,0.5,1,0.43,0.29
jfreereport.csv,0,0,0,0,1,0,268,0,0
jas.csv,0,0,0,0,1,0.5,23,0,0.09
jcl.csv,0,0,0,0,1,0,22,0,0
nunit.csv,0.38,0.5,0.25,0.29,0.75,0.75,0,0.25,0.07
papertoolkit.csv,0,0,0,,1,0,12,,0
bacula.csv,0.77,0.71,0.85,0.62,0.72,0.29,0,0.85,0.7
jatlas.csv,0,0,0,0,1,0,12,0,0
nativeclient.csv,0.7,0.62,0.72,0.6,0.68,0.47,0,0.72,0.6
hydrate.csv,0.55,0.6,0.5,0.44,0.76,0.4,1,0.5,0.67
ivatamasks.csv,0.82,0.78,0.8,0.71,0.56,0.4,1,0.8,0.56
projectfactory.csv,0.57,0.56,0.62,0.51,0.66,0.4,0,0.62,0.44
tzod.csv,0.55,0.5,0.6,0.61,0.52,0.43,2,0.6,0.3
qtractor.csv,0.67,0.67,0.8,0.51,0.65,0.33,0,0.8,0.4
enlightenment.csv,0.72,0.59,0.89,0.27,0.93,0.44,0,0.89,0.93
xined.csv,0,0,0,0,1,0,10,0,0
dvt.csv,0.42,0.36,0.38,0.43,0.64,0.67,2,0.38,0.15
rcp-company-uibindings.csv,0.98,0.96,1,0,1,0.33,0,1,1
atomsite.csv,0.22,0.2,0.25,0.28,0.87,0.6,2,0.25,0.3
atunes.csv,0,0,0,0,1,0,119,0,0
chipster.csv,0.5,0.47,0.54,0.55,0.76,0.5,2,0.54,0.42
pi-qmc.csv,0.57,0.67,0.5,0.55,0.51,0.5,1,0.5,0.09
jhotdraw.csv,0,0,0,0,1,0,66,0,0
st-filteredstatistics.csv,0.88,0.86,0.88,0.75,0.42,0.29,0,0.88,0.33
apolloplayer.csv,0.25,0.33,0.2,0.24,0.81,0.67,1,0.2,0.13
minig.csv,0.56,0.56,0.56,0.59,0.52,0.5,1,0.56,0.25
knowledge.csv,0.92,0.92,0.92,0,1,0.38,0,0.92,1
loki-lib.csv,0.43,0.38,0.5,0.49,0.75,0.43,2,0.5,0.44
jslibs.csv,0.93,0.88,1,0.61,0.75,0.38,0,1,0.75
fw4spl.csv,0,0,0,0,1,0,73,0,0
