0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
datasets/async.csv,0.49,0.60,0.48,0.51,0.62,0.44,0.50,0.50,0.57,0.44,0.47,0.49,0.51,0.49,0.56,0.43,0.50,0.50,0.33,0.47,0.49,0.44,0.52,0.50,0.52,0.49,0.35,0.54,0.50,0.53,0.55,0.46,0.48,0.50,0.67,0.50,0.50,0.46,0.63,0.50,0.40,0.46,0.51,0.49,0.58,0.46,0.50,0.55,0.38,0.50,0.47,0.50,0.47,0.49,0.55,0.63,0.38,0.47,0.39,0.56,0.47,0.60,0.64,0.43,0.52,0.55,0.48,0.50,0.54,0.56,0.33,0.50,0.50,0.50,0.50,
datasets/ava.csv,0.48,0.61,0.48,0.55,0.50,0.65,0.54,0.47,0.48,0.50,0.50,0.53,0.61,0.50,0.55,0.53,0.49,0.50,0.48,0.44,0.52,0.55,0.40,0.50,0.39,0.55,0.50,0.45,0.48,0.57,0.50,0.48,0.57,0.50,0.33,0.75,0.43,0.58,0.47,0.43,0.51,0.38,0.48,0.47,0.30,0.42,0.48,0.48,0.58,0.36,0.49,0.56,0.49,0.51,0.47,0.63,0.49,0.45,0.47,0.53,0.50,0.65,0.52,0.55,0.47,0.51,0.45,0.30,0.56,0.54,0.63,0.55,0.39,0.48,0.50,
datasets/gulp-concat.csv,0.50,0.59,0.57,0.44,0.45,0.68,0.50,0.52,0.46,0.56,0.52,0.48,0.43,0.50,0.50,0.54,0.50,0.48,0.55,0.51,0.54,0.50,0.52,0.58,0.49,0.56,0.50,0.48,0.41,0.60,0.51,0.48,0.48,0.48,0.50,1.00,0.43,0.54,0.45,0.50,0.48,0.47,0.49,0.36,0.56,0.61,0.50,0.43,0.50,0.60,0.59,0.50,0.49,0.51,0.50,0.65,0.61,0.54,0.55,0.51,0.52,0.48,0.55,0.53,0.52,0.52,0.51,0.43,0.55,0.51,0.50,0.46,0.42,0.53,0.50,
datasets/node-glob.csv,0.50,0.44,0.45,0.41,0.51,0.48,0.42,0.49,0.57,0.25,0.46,0.52,0.57,0.51,0.55,0.45,0.50,0.37,0.49,0.56,0.47,0.50,0.44,0.58,0.50,0.45,0.50,0.51,0.43,0.54,0.50,0.50,0.55,0.46,0.42,0.25,0.46,0.46,0.53,0.47,0.56,0.59,0.48,0.59,0.49,0.68,0.49,0.58,0.54,0.52,0.53,0.50,0.52,0.51,0.57,0.42,0.55,0.56,0.50,0.56,0.51,0.50,0.45,0.49,0.51,0.52,0.52,0.50,0.53,0.39,0.50,0.50,0.69,0.56,0.60,
datasets/jquery.csv,0.52,0.58,0.46,0.46,0.57,0.73,0.38,0.49,0.48,0.75,0.51,0.46,0.53,0.51,0.56,0.51,0.47,0.55,0.48,0.40,0.54,0.52,0.44,0.50,0.47,0.45,0.45,0.48,0.40,0.43,0.56,0.50,0.38,0.51,0.33,0.75,0.41,0.46,0.42,0.49,0.57,0.67,0.49,0.54,0.50,0.20,0.52,0.50,0.38,0.57,0.47,0.50,0.49,0.53,0.54,0.46,0.44,0.52,0.44,0.54,0.49,0.38,0.47,0.47,0.61,0.51,0.51,0.10,0.54,0.55,0.54,0.40,0.41,0.54,0.50,
datasets/node-coveralls.csv,0.49,0.38,0.48,0.64,0.55,0.50,0.35,0.48,0.54,0.44,0.47,0.52,0.51,0.50,0.49,0.44,0.50,0.54,0.39,0.40,0.49,0.46,0.40,0.42,0.46,0.44,0.50,0.54,0.46,0.51,0.50,0.51,0.52,0.51,0.58,0.00,0.42,0.46,0.53,0.49,0.48,0.58,0.49,0.64,0.47,0.55,0.41,0.49,0.38,0.44,0.49,0.50,0.50,0.49,0.44,0.23,0.63,0.51,0.50,0.46,0.48,0.53,0.66,0.47,0.52,0.46,0.46,0.58,0.55,0.47,0.33,0.47,0.45,0.46,0.60,
datasets/grunt-contrib-clean.csv,0.49,0.60,0.54,0.50,0.44,0.66,0.54,0.49,0.50,0.50,0.52,0.50,0.46,0.50,0.50,0.51,0.50,0.50,0.55,0.51,0.54,0.51,0.56,0.50,0.47,0.55,0.60,0.48,0.51,0.50,0.51,0.53,0.50,0.49,0.50,1.00,0.52,0.46,0.45,0.50,0.46,0.46,0.50,0.36,0.57,0.50,0.52,0.50,0.45,0.58,0.50,0.44,0.49,0.50,0.45,0.63,0.50,0.54,0.50,0.49,0.51,0.48,0.54,0.50,0.52,0.53,0.50,0.50,0.50,0.47,0.50,0.46,0.34,0.51,0.50,
datasets/gulp-babel.csv,0.52,0.62,0.57,0.44,0.45,0.57,0.50,0.52,0.43,0.56,0.54,0.47,0.49,0.50,0.53,0.54,0.51,0.49,0.55,0.45,0.55,0.48,0.65,0.50,0.59,0.56,0.65,0.50,0.48,0.60,0.52,0.49,0.38,0.48,0.50,1.00,0.48,0.54,0.45,0.50,0.47,0.47,0.50,0.35,0.54,0.45,0.50,0.50,0.48,0.63,0.53,0.50,0.49,0.52,0.50,0.65,0.46,0.54,0.55,0.49,0.51,0.48,0.65,0.51,0.49,0.53,0.56,0.78,0.57,0.58,0.50,0.46,0.42,0.55,0.40,
datasets/grunt-contrib-copy.csv,0.50,0.49,0.50,0.51,0.47,0.39,0.50,0.50,0.50,0.50,0.50,0.52,0.52,0.50,0.50,0.49,0.50,0.48,0.50,0.54,0.48,0.47,0.40,0.50,0.56,0.50,0.50,0.49,0.53,0.50,0.49,0.50,0.57,0.50,0.58,0.25,0.48,0.50,0.51,0.50,0.49,0.44,0.50,0.52,0.48,0.40,0.51,0.50,0.58,0.38,0.36,0.50,0.50,0.49,0.50,0.63,0.46,0.54,0.53,0.46,0.50,0.50,0.63,0.50,0.53,0.49,0.53,0.40,0.49,0.51,0.50,0.50,0.55,0.48,0.50,
datasets/gulp-mocha.csv,0.51,0.48,0.46,0.46,0.45,0.48,0.54,0.53,0.50,0.25,0.51,0.45,0.51,0.48,0.43,0.54,0.50,0.60,0.46,0.60,0.57,0.54,0.52,0.50,0.48,0.52,0.65,0.48,0.46,0.56,0.45,0.53,0.48,0.50,0.33,0.50,0.44,0.50,0.50,0.45,0.53,0.45,0.46,0.61,0.54,0.40,0.59,0.51,0.50,0.54,0.50,0.50,0.50,0.49,0.53,0.63,0.42,0.41,0.50,0.51,0.53,0.38,0.38,0.52,0.49,0.53,0.51,0.50,0.47,0.54,0.50,0.53,0.51,0.54,0.50,
datasets/coffeescript.csv,0.51,0.48,0.43,0.47,0.45,0.49,0.54,0.51,0.43,0.69,0.51,0.47,0.48,0.50,0.48,0.49,0.49,0.47,0.49,0.40,0.47,0.51,0.54,0.42,0.59,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.48,0.47,0.58,0.50,0.54,0.54,0.54,0.50,0.53,0.45,0.49,0.52,0.45,0.22,0.42,0.49,0.50,0.50,0.49,0.42,0.56,0.51,0.48,0.29,0.67,0.45,0.50,0.48,0.50,0.53,0.52,0.45,0.52,0.43,0.51,0.22,0.49,0.53,0.38,0.50,0.53,0.53,0.50,
datasets/jshint.csv,0.51,0.53,0.57,0.48,0.52,0.65,0.54,0.53,0.43,0.63,0.52,0.48,0.48,0.50,0.45,0.54,0.51,0.48,0.60,0.46,0.58,0.53,0.54,0.50,0.42,0.56,0.35,0.49,0.52,0.60,0.50,0.46,0.40,0.49,0.33,1.00,0.50,0.54,0.54,0.50,0.50,0.41,0.51,0.45,0.50,0.90,0.50,0.50,0.45,0.50,0.62,0.42,0.50,0.49,0.51,0.65,0.54,0.50,0.45,0.51,0.51,0.48,0.62,0.56,0.50,0.52,0.50,0.30,0.51,0.58,0.63,0.48,0.37,0.55,0.60,
datasets/debug.csv,0.49,0.39,0.50,0.52,0.46,0.47,0.46,0.47,0.50,0.44,0.48,0.50,0.48,0.50,0.50,0.46,0.51,0.50,0.50,0.47,0.52,0.53,0.50,0.58,0.50,0.46,0.50,0.53,0.55,0.50,0.49,0.50,0.50,0.52,0.50,0.50,0.48,0.42,0.55,0.50,0.47,0.56,0.50,0.49,0.50,0.50,0.50,0.52,0.53,0.25,0.50,0.52,0.50,0.52,0.50,0.50,0.54,0.47,0.52,0.50,0.52,0.50,0.43,0.47,0.45,0.53,0.46,0.48,0.57,0.46,0.50,0.48,0.52,0.47,0.40,
datasets/node-fs-extra.csv,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.46,0.38,0.54,0.52,0.50,0.50,0.52,0.52,0.50,0.50,0.56,0.57,0.53,0.50,0.50,0.50,0.52,0.55,0.50,0.48,0.50,0.50,0.48,0.50,0.50,0.49,0.50,0.50,0.53,0.50,0.49,0.50,0.49,0.50,0.49,0.41,0.50,0.60,0.57,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.46,0.52,0.47,0.56,0.57,0.50,0.50,0.53,0.50,0.50,0.50,0.51,0.50,
datasets/node-mkdirp.csv,0.50,0.54,0.50,0.50,0.50,0.55,0.50,0.51,0.47,0.50,0.47,0.49,0.46,0.51,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.48,0.50,0.50,0.50,0.50,0.50,0.54,0.46,0.50,0.50,0.50,0.50,0.50,0.42,0.56,0.53,0.51,0.50,0.51,0.46,0.50,0.50,0.43,0.49,0.50,0.50,0.50,0.50,0.50,0.51,0.51,0.42,0.50,0.50,0.53,0.48,0.49,0.50,0.55,0.50,0.51,0.48,0.55,0.50,0.52,0.50,0.46,0.51,0.50,0.50,0.50,
datasets/karma-jasmine.csv,0.50,0.56,0.56,0.49,0.37,0.50,0.62,0.49,0.51,0.56,0.49,0.46,0.50,0.50,0.51,0.53,0.49,0.42,0.58,0.51,0.46,0.49,0.50,0.50,0.50,0.50,0.50,0.51,0.47,0.56,0.53,0.47,0.48,0.49,0.67,0.75,0.50,0.50,0.49,0.52,0.51,0.49,0.51,0.44,0.51,0.60,0.54,0.49,0.50,0.50,0.49,0.63,0.50,0.49,0.51,0.47,0.77,0.50,0.60,0.45,0.54,0.55,0.56,0.57,0.45,0.48,0.50,0.25,0.57,0.47,0.50,0.55,0.42,0.51,0.50,
datasets/javascript.csv,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.48,0.52,0.50,0.51,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.49,0.50,0.58,0.50,0.50,0.50,0.51,0.53,0.50,0.49,0.51,0.53,0.52,0.50,0.50,0.51,0.42,0.41,0.50,0.49,0.50,0.50,0.50,0.51,0.50,0.48,0.50,0.50,0.46,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.44,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.52,0.50,0.50,0.50,0.50,0.49,0.50,
datasets/tape.csv,0.50,0.55,0.46,0.52,0.49,0.28,0.54,0.52,0.45,0.50,0.49,0.51,0.58,0.52,0.47,0.50,0.47,0.53,0.50,0.48,0.49,0.50,0.44,0.42,0.52,0.47,0.50,0.52,0.45,0.59,0.45,0.49,0.48,0.51,0.50,0.00,0.47,0.46,0.53,0.43,0.50,0.52,0.52,0.52,0.55,0.65,0.54,0.50,0.48,0.50,0.45,0.43,0.50,0.50,0.50,0.54,0.35,0.42,0.50,0.50,0.52,0.33,0.43,0.50,0.48,0.43,0.49,0.33,0.49,0.55,0.38,0.40,0.43,0.53,0.50,
datasets/UglifyJS2.csv,0.49,0.57,0.50,0.52,0.51,0.73,0.65,0.51,0.50,0.13,0.50,0.48,0.53,0.52,0.44,0.58,0.50,0.57,0.58,0.53,0.59,0.51,0.65,0.50,0.42,0.51,0.50,0.50,0.44,0.60,0.47,0.51,0.33,0.47,0.67,1.00,0.50,0.42,0.47,0.57,0.47,0.48,0.46,0.45,0.58,0.68,0.58,0.53,0.48,0.46,0.50,0.52,0.63,0.51,0.50,0.57,0.42,0.54,0.44,0.50,0.49,0.48,0.43,0.52,0.51,0.56,0.55,0.78,0.53,0.47,0.50,0.49,0.34,0.55,0.50,
datasets/grunt-contrib-nodeunit.csv,0.51,0.54,0.50,0.47,0.50,0.41,0.46,0.51,0.48,0.75,0.54,0.52,0.49,0.50,0.57,0.49,0.50,0.50,0.50,0.46,0.46,0.48,0.52,0.42,0.52,0.50,0.50,0.52,0.56,0.50,0.53,0.51,0.43,0.51,0.75,0.50,0.50,0.54,0.51,0.56,0.51,0.44,0.50,0.51,0.46,0.45,0.49,0.52,0.55,0.42,0.49,0.62,0.50,0.50,0.49,0.40,0.69,0.53,0.54,0.50,0.48,0.49,0.64,0.48,0.51,0.56,0.55,0.48,0.55,0.51,0.63,0.52,0.54,0.49,0.50,
datasets/colors.csv,0.52,0.57,0.45,0.48,0.44,0.41,0.50,0.53,0.53,0.75,0.51,0.49,0.50,0.50,0.57,0.52,0.53,0.48,0.43,0.45,0.45,0.50,0.50,0.50,0.59,0.48,0.65,0.48,0.52,0.50,0.47,0.48,0.60,0.52,0.42,0.00,0.53,0.54,0.55,0.44,0.48,0.46,0.53,0.52,0.44,0.60,0.46,0.48,0.58,0.63,0.50,0.50,0.44,0.49,0.49,0.44,0.58,0.45,0.53,0.50,0.52,0.50,0.50,0.46,0.46,0.52,0.51,0.50,0.47,0.56,0.50,0.48,0.63,0.51,0.50,
datasets/supertest.csv,0.50,0.42,0.54,0.45,0.50,0.54,0.54,0.49,0.54,0.38,0.50,0.52,0.51,0.51,0.41,0.48,0.49,0.45,0.50,0.53,0.56,0.50,0.46,0.67,0.49,0.51,0.65,0.53,0.39,0.50,0.46,0.48,0.53,0.44,0.75,0.50,0.51,0.58,0.50,0.52,0.45,0.55,0.49,0.49,0.52,0.40,0.56,0.53,0.45,0.38,0.45,0.49,0.50,0.51,0.49,0.62,0.31,0.54,0.46,0.50,0.54,0.51,0.43,0.38,0.55,0.48,0.55,0.33,0.54,0.51,0.46,0.47,0.42,0.52,0.50,
datasets/style-loader.csv,0.50,0.54,0.51,0.48,0.50,0.53,0.38,0.51,0.44,0.38,0.55,0.51,0.53,0.47,0.45,0.57,0.51,0.50,0.53,0.64,0.52,0.51,0.50,0.58,0.40,0.56,0.50,0.47,0.42,0.50,0.45,0.50,0.60,0.49,0.50,0.75,0.48,0.42,0.49,0.50,0.52,0.56,0.51,0.40,0.52,0.68,0.56,0.51,0.43,0.46,0.48,0.52,0.50,0.49,0.49,0.58,0.71,0.50,0.55,0.50,0.50,0.54,0.50,0.38,0.57,0.59,0.52,0.70,0.52,0.43,0.50,0.48,0.51,0.47,0.40,
datasets/babel-eslint.csv,0.51,0.44,0.46,0.46,0.41,0.50,0.38,0.50,0.52,0.50,0.49,0.45,0.54,0.51,0.55,0.52,0.52,0.45,0.58,0.49,0.52,0.52,0.46,0.58,0.54,0.50,0.50,0.49,0.52,0.54,0.48,0.50,0.48,0.50,0.50,0.75,0.49,0.42,0.49,0.51,0.51,0.43,0.49,0.48,0.53,0.50,0.62,0.49,0.50,0.46,0.39,0.51,0.50,0.51,0.49,0.53,0.71,0.50,0.44,0.50,0.53,0.56,0.35,0.56,0.47,0.53,0.47,0.80,0.44,0.46,0.50,0.57,0.48,0.51,0.60,
datasets/moment.csv,0.51,0.59,0.52,0.47,0.46,0.55,0.50,0.52,0.51,0.25,0.50,0.53,0.54,0.49,0.52,0.56,0.48,0.56,0.51,0.59,0.57,0.52,0.46,0.42,0.53,0.56,0.50,0.49,0.49,0.46,0.46,0.52,0.57,0.52,0.50,0.50,0.52,0.50,0.49,0.47,0.48,0.49,0.51,0.43,0.47,0.60,0.61,0.51,0.50,0.50,0.45,0.56,0.56,0.51,0.52,0.50,0.77,0.41,0.48,0.50,0.55,0.52,0.58,0.28,0.51,0.57,0.53,0.35,0.51,0.49,0.38,0.54,0.45,0.57,0.50,
datasets/grunt-contrib-concat.csv,0.50,0.60,0.50,0.51,0.44,0.76,0.46,0.51,0.46,0.56,0.50,0.47,0.56,0.49,0.51,0.54,0.50,0.50,0.55,0.58,0.53,0.50,0.54,0.58,0.46,0.50,0.60,0.48,0.51,0.53,0.54,0.47,0.52,0.50,0.50,1.00,0.45,0.50,0.38,0.53,0.46,0.46,0.49,0.34,0.56,0.78,0.52,0.48,0.48,0.58,0.52,0.59,0.50,0.49,0.50,0.54,0.52,0.54,0.50,0.53,0.50,0.49,0.48,0.54,0.56,0.51,0.55,0.48,0.50,0.47,0.46,0.49,0.36,0.50,0.50,
datasets/css-loader.csv,0.50,0.53,0.46,0.55,0.63,0.47,0.38,0.50,0.57,0.31,0.50,0.53,0.51,0.50,0.55,0.53,0.51,0.52,0.46,0.57,0.49,0.53,0.50,0.58,0.47,0.47,0.65,0.47,0.56,0.54,0.49,0.53,0.43,0.47,0.33,0.50,0.51,0.46,0.59,0.55,0.52,0.46,0.50,0.50,0.52,0.80,0.57,0.51,0.45,0.38,0.56,0.54,0.56,0.49,0.51,0.45,0.58,0.48,0.52,0.51,0.60,0.51,0.55,0.40,0.48,0.57,0.51,0.48,0.55,0.45,0.50,0.49,0.63,0.52,0.50,
datasets/grunt-mocha-test.csv,0.51,0.52,0.50,0.54,0.50,0.57,0.42,0.50,0.46,0.63,0.50,0.48,0.48,0.51,0.49,0.47,0.50,0.59,0.50,0.42,0.53,0.49,0.50,0.42,0.48,0.50,0.50,0.51,0.49,0.50,0.48,0.52,0.45,0.51,0.50,0.50,0.52,0.58,0.54,0.50,0.52,0.58,0.50,0.50,0.48,0.50,0.50,0.51,0.53,0.38,0.58,0.49,0.50,0.49,0.50,0.44,0.35,0.46,0.54,0.50,0.47,0.48,0.55,0.58,0.45,0.49,0.48,0.50,0.45,0.44,0.50,0.47,0.53,0.53,0.50,
datasets/karma-phantomjs-launcher.csv,0.51,0.62,0.52,0.40,0.43,0.58,0.58,0.52,0.46,0.56,0.52,0.49,0.48,0.51,0.54,0.52,0.50,0.48,0.64,0.61,0.50,0.47,0.48,0.50,0.52,0.55,0.65,0.47,0.49,0.53,0.48,0.45,0.47,0.50,0.42,1.00,0.57,0.54,0.50,0.51,0.49,0.47,0.51,0.38,0.55,0.60,0.63,0.50,0.48,0.50,0.46,0.53,0.44,0.49,0.50,0.54,0.65,0.50,0.54,0.62,0.50,0.53,0.48,0.58,0.53,0.48,0.57,0.55,0.55,0.46,0.46,0.56,0.51,0.55,0.50,
datasets/standard.csv,0.50,0.51,0.50,0.42,0.48,0.49,0.58,0.53,0.45,0.63,0.52,0.47,0.39,0.53,0.53,0.51,0.51,0.48,0.53,0.60,0.50,0.51,0.48,0.50,0.50,0.54,0.65,0.48,0.50,0.49,0.46,0.48,0.52,0.53,0.67,0.25,0.52,0.54,0.65,0.43,0.48,0.46,0.50,0.61,0.50,0.50,0.59,0.52,0.48,0.50,0.49,0.52,0.44,0.51,0.50,0.55,0.31,0.50,0.52,0.51,0.56,0.52,0.40,0.40,0.52,0.54,0.44,0.57,0.60,0.52,0.53,0.71,0.55,0.50,0.50,
datasets/gulp-eslint.csv,0.50,0.44,0.44,0.54,0.44,0.43,0.46,0.49,0.50,0.81,0.48,0.48,0.45,0.51,0.49,0.51,0.50,0.50,0.50,0.37,0.45,0.50,0.42,0.42,0.53,0.44,0.50,0.53,0.56,0.50,0.54,0.50,0.42,0.53,0.50,0.00,0.54,0.50,0.62,0.45,0.49,0.38,0.52,0.51,0.50,0.33,0.34,0.49,0.52,0.54,0.45,0.43,0.56,0.50,0.50,0.45,0.25,0.51,0.55,0.40,0.44,0.45,0.43,0.60,0.45,0.47,0.46,0.46,0.50,0.50,0.54,0.50,0.47,0.42,0.50,
datasets/karma.csv,0.49,0.52,0.55,0.63,0.56,0.60,0.46,0.53,0.45,0.50,0.53,0.46,0.50,0.51,0.43,0.49,0.48,0.58,0.48,0.52,0.49,0.49,0.48,0.50,0.50,0.53,0.50,0.52,0.49,0.66,0.52,0.48,0.45,0.49,0.50,0.75,0.58,0.50,0.56,0.49,0.44,0.48,0.50,0.64,0.48,0.70,0.47,0.48,0.60,0.50,0.61,0.50,0.44,0.48,0.52,0.39,0.44,0.51,0.46,0.48,0.53,0.50,0.48,0.60,0.49,0.51,0.46,0.58,0.45,0.47,0.58,0.46,0.50,0.46,0.60,
datasets/jshint-stylish.csv,0.50,0.59,0.54,0.48,0.43,0.48,0.54,0.51,0.46,0.56,0.53,0.49,0.58,0.51,0.48,0.51,0.50,0.50,0.55,0.57,0.52,0.52,0.50,0.50,0.50,0.55,0.60,0.50,0.47,0.53,0.52,0.52,0.45,0.49,0.50,0.50,0.50,0.54,0.54,0.53,0.46,0.40,0.49,0.34,0.56,0.78,0.55,0.50,0.45,0.63,0.68,0.49,0.50,0.49,0.50,0.60,0.58,0.54,0.50,0.50,0.53,0.51,0.48,0.61,0.53,0.52,0.56,0.51,0.50,0.51,0.51,0.46,0.49,0.34,0.59,
