,campsoft.csv,gtad.csv,rhex.csv,owlib.csv,ktc.csv,jedit.csv,net-snmp.csv,encog-java.csv,umber.csv,jahshakafx.csv,jahshaka.csv,selenium.csv,paintown.csv,h2database.csv,x4x.csv,elmo.csv,jmoney.csv,google-collections.csv,baadengine.csv,raven-monitoring.csv,smbopensoft.csv,xharbour.csv,flylinkdc.csv,reactos-mirror.csv,qpe.csv,xbrlapi.csv,prelude.csv,neoengine.csv,atunes.csv,avifile.csv,lamp.csv,logicmail.csv,wgs-assembler.csv,plearn.csv,werx.csv,plog4u.csv,openwbem.csv,qgo.csv,jaql.csv,kmatplot.csv,pclasses.csv,agilitybook.csv,triplea.csv,raygina.csv,wpdev.csv,owfs.csv,olap-navigator.csv,pokeglobal.csv,nova.csv,sauerbraten.csv,graphmak.csv,jgameai.csv,gpsmid.csv,empyrean.csv,awemud.csv,crisscross.csv,re2c.csv,tzod.csv,octave.csv,adaptagrams.csv,open-media-library.csv,vdsf.csv,alit.csv,orc.csv,lazarus-ccr.csv,n2cms.csv,forester-atv.csv,mob-sen-plat.csv,nh3d.csv,amanda.csv,rectracker.csv,dynalloy.csv,mpqc.csv,thout.csv,benojt.csv,sabbu.csv,unladen-swallow.csv,powerfolder-.csv,barracudamvc.csv,guineu.csv,>=0.7,>=0.6
owfs.csv,0,0,0.13,0,0,0,0,0.04,0,0,0.44,0.1,0,0,0.77,0,0.43,0.02,0,0.34,0,0,0,0,0,0.5,0.86,0,0,0,0.24,0.51,0,0,0.85,0.07,0,0,0,0.24,0.21,0,0.06,0.47,0,,0.58,0,0.4,0,0.31,0.35,0,0.65,0.07,0.35,0,0,0,0.59,0,0,0.67,0.11,0,0,0,0.39,0,0,0,0.03,0,0.38,0.65,0,0,0,0.48,0.41,3,6
owlib.csv,0.02,0.09,0.24,,0,0.09,0.51,0.27,0.35,0.63,0.32,0.66,0.64,0.07,0.8,0.17,0.54,0.66,0.32,0.48,0.64,0,0.2,0,0.28,0.62,0.78,0.57,0.11,0.08,0.22,0.77,0.4,0.5,0.78,0.02,0.34,0.35,0.55,0.38,0.28,0.29,0.62,0.57,0.61,0.34,0.66,0.72,0.48,0.78,0.57,0.38,0.73,0.76,0.75,0.35,0,0.59,0.38,0.74,0.54,0.27,0.27,0.2,0.08,0.49,0.61,0.75,0.06,0.58,0.8,0.53,0,0.49,0.92,0.6,0,0.48,0.86,0.45,14,25
paintown.csv,0.03,0.05,0.23,0.25,0,0,0,0.1,0.53,0.02,0.31,0.61,,0,0.81,0.15,0.23,0.49,0.04,0.36,0.39,0,0,0,0.2,0.63,0.88,0.54,0.03,0.12,0.17,0.61,0,0.09,0.92,0,0,0.23,0.41,0.34,0.29,0.05,0.36,0.54,0.36,0.32,0.67,0.49,0.37,0.63,0.53,0.46,0.42,0.78,0.84,0.3,0,0.36,0.33,0.68,0,0,0.7,0.1,0,0.5,0.15,0.33,0,0,0.4,0.48,0,0.3,0.93,0.03,0,0.3,0.82,0.49,8,14
pclasses.csv,0,0,0,0,0,0,0,0.08,0,0,0,0.37,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.06,0,0,0.45,0,0,0.65,0.04,0.07,,0,0,0,0,0,0.46,0,0,0,0.13,0,0,0.05,0.02,0,0,0,0,0,0.05,0,0.03,0.16,0,0,0,0.21,0,0,0,0.07,0,0.11,0.1,0,0,0,0.42,0.26,0,1
plearn.csv,0.02,0.11,0.3,0.25,0,0,0,0.25,0.12,0,0.36,0.72,0.59,0,0.88,0.07,0.48,0.52,0.02,0.38,0.63,0,0,0,0,0.67,0.78,0.42,0,0,0.2,0.75,0,,0.99,0.02,0,0.57,0.52,0.41,0.32,0,0.36,0.57,0.39,0.29,0.84,0.65,0.46,0.46,0.53,0.43,0.7,0.79,0.78,0.31,0,0.59,0,0.71,0.43,0,0.29,0.19,0,0.54,0.29,0.74,0,0,0.68,0.56,0,0.37,0.94,0.58,0,0.5,0.91,0.46,13,17
pokeglobal.csv,0.02,0.05,0.21,0.29,0,0,0.13,0.22,0.68,0,0.31,0.63,0.65,0,0.88,0.13,0.49,0.31,0.04,0.56,0.66,0,0,0,0,0.68,0.88,0.2,0,0,0.18,0.77,0,0.07,0.99,0.02,0,0.6,0.59,0.31,0.28,0,0.6,0.54,0.66,0.3,0.82,,0.37,0.59,0.52,0.45,0.7,0.78,0.84,0.3,0,0.55,0.19,0.68,0.44,0.11,0.57,0.19,0,0.56,0.22,0.77,0,0,0.73,0.48,0,0.37,0.98,0.68,0,0.32,0.91,0.46,12,22
powerfolder-.csv,0,0.03,0.09,0.51,0.27,0.46,0.05,0.24,0.56,0.27,0.29,0.32,0.32,0.21,0.55,0.2,0.48,0.7,0.28,0.23,0.3,0.57,0.29,0,0.2,0.52,0.69,0.31,0.22,0.12,0,0.68,0.37,0.44,0.88,0,0.3,0.63,0.51,0.33,0.28,0.12,0.61,0.26,0.41,0.25,0.44,0.26,0,0.05,0.43,0.23,0.62,0.44,0.33,0.32,0,0.56,0.26,0.63,0.37,0.05,0.87,0.33,0.38,0.22,0.41,0.41,0,0.33,0.54,0.06,0.05,0.25,0.23,0.35,0,,0.56,0.44,3,9
prelude.csv,0.02,0,0.31,0,0,0,0,0,0,0,0.37,0.23,0,0,0.8,0.11,0.61,0.02,0,0.22,0,0,0,0,0,0.54,,0,0,0,0.11,0.82,0,0,0.85,0.04,0,0,0,0.11,0.32,0,0,0.52,0,0.36,0.67,0.05,0.41,0,0.53,0.31,0,0.77,0.67,0.3,0,0,0,0.79,0,0,0.31,0.23,0,0.21,0,0.42,0,0,0,0,0,0.45,0.81,0,0,0.06,0.87,0.46,7,10
qgo.csv,0.02,0.06,0.23,0.32,0,0,0,0.23,0.8,0,0.31,0.65,0.64,0,0.88,0.13,0.49,0.91,0.01,0.57,0.66,0,0,0,0,0.68,0.88,0.26,0.1,0,0.18,0.77,0,0,0.99,0.02,0,,0.59,0.3,0.28,0,0.74,0.54,0.49,0.3,0.82,0.74,0.37,0.35,0.52,0.42,0.73,0.78,0.84,0.3,0,0.52,0.33,0.68,0.62,0.17,,0.19,0,0.58,0.29,0.77,0,0,0.81,0.56,0,0.37,0.97,0.68,0,0.44,0.91,0.44,16,23
qpe.csv,0.02,0.06,0.21,0.42,0,0,0,0.22,0.17,0,0.31,0.68,0.65,0,0.88,0.13,0.49,0.85,0.09,0.57,0.64,0,0,0,,0.68,0.88,0.56,0.14,0,0.18,0.77,0,0.3,0.99,0.02,0,0.58,0.57,0.32,0.28,0,0.57,0.54,0.59,0.3,0.82,0.77,0.37,0.78,0.52,0.45,0.75,0.78,0.84,0.3,0,0.57,0.13,0.68,0.56,0.24,0.84,0.19,0,0.56,0.37,0.77,0,0,0.77,0.55,0,0.37,0.98,0.69,0,0.47,0.91,0.47,16,22
raven-monitoring.csv,0,0.09,0.39,0.57,0.57,0.62,0.62,0.21,0.4,0.47,0.17,0.49,0.62,0.22,0.24,0.12,0.5,0.98,0.85,,0.64,0.9,0.43,0.58,0.14,0.48,0.09,0.54,0.07,0.14,0.19,0.47,0.53,0.45,0.15,0,0.53,0.57,0.58,0.42,0.13,0.23,0.74,0,0.96,0.22,0.15,0.69,0,0.77,0.22,0.1,0.74,0.05,0.51,0,0.19,0.53,0.3,0.43,0.6,0.16,0,0.28,0.63,0.55,0.57,0.25,0.02,0.63,0.73,0.38,0.27,0.41,0.14,0.72,0.21,0.44,0.55,0.33,9,17
raygina.csv,0.02,0.05,0.23,0.57,0.57,0.62,0.62,0.21,0.41,0.47,0.31,0.69,0.65,0.22,0.75,0.13,0.49,0.99,0.86,0.57,0.66,0.9,0.43,0.58,0.14,0.69,0.88,0.55,0.07,0.13,0.18,0.75,0.53,0.45,0.71,0.03,0.53,0.63,0.56,0.31,0.31,0.24,0.75,,0.99,0.3,0.63,0.74,0.29,0.76,0.56,0.35,0.72,0.71,0.84,0.25,0.19,0.53,0.3,0.68,0.63,0.16,0.2,0.19,0.63,0.56,0.57,0.77,0.02,0.63,0.81,0.53,0.27,0.39,0.93,0.68,0.21,0.46,0.91,0.44,18,31
re2c.csv,0,0,0,0.02,0.48,0.15,0.04,0,0,0.3,0.13,0.55,0.06,0.11,0.04,0,0,0.18,0.12,0.13,0,0.11,0.3,0.58,0.21,0.13,0,0.16,0,0,0,0,0.05,0,0.02,0,0.12,0.34,0,0.16,0.15,0.18,0.22,0,0.03,0,0.23,0,0.32,0.35,0,0.41,0.08,0.03,0.05,0.15,,0,0,0,0.22,0,0.03,0,0.32,0.04,0.12,0,0,0.04,0,0.33,0.15,0.14,0.12,0.06,0.21,0.1,0.02,0.07,0,0
reactos-mirror.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rectracker.csv,0.02,0.07,0.31,0.59,0.53,0.52,0.62,0.21,0.45,0.59,0.26,0.65,0.68,0.26,0.9,0.19,0.54,0.87,0.55,0.53,0.66,0.73,0.41,0,0.16,0.66,0.72,0.55,0.1,0.08,0.19,0.69,0.52,0.51,0.9,0.02,0.55,0.54,0.55,0.42,0.31,0.27,0.67,0.52,0.86,0.29,0.7,0.66,0.37,0.76,0.56,0.43,0.75,0.68,0.75,0.37,0.15,0.52,0.31,0.64,0.58,0.15,0.44,0.18,0.56,0.57,0.59,0.81,0.02,0.58,,0.53,0.15,0.41,0.96,0.69,0,0.47,0.89,0.47,13,24
rhex.csv,0,0,,0,0,0,0,0,0,0,0.3,0.19,0,0,0.77,0,0.38,0.07,0,0.06,0,0,0,0,0,0.46,0.64,0,0,0,0,0.48,0,0,0.66,0,0,0,0,0,0.4,0,0,0.44,0,0.32,0.36,0,0.19,0,0.12,0.35,0,0.41,0.05,0.3,0,0,0,0.53,0,0,0,0.08,0,0.04,0,0,0,0,0,0.16,0,0.31,0.41,0,0,0,0.67,0.22,1,4
sabbu.csv,0.03,0,0.18,0,0,0,0,0.37,0,0,0.2,0.46,0.38,0,0.8,0.13,0.51,0,0,0.24,0.67,0,0,0,0,0.55,0.88,0.04,0,0,0.17,0.6,0,0,0.59,0.05,0,0.06,0.27,0.3,0.3,0,0.17,0.55,0.04,0.29,0.72,0.22,0.37,0,0.24,0.44,0.49,0.79,0.77,0.28,0,0.47,0.08,0.71,0.28,0,0.92,0.18,0,0.54,0.14,0.46,0,0,0.33,0.44,0,0.46,0.83,,0,0.47,0.77,0.31,9,11
sauerbraten.csv,0.02,0.05,0.23,0.53,0,0,0,0.21,0.46,0,0.31,0.69,0.65,0,0.88,0.13,0.49,0.97,0.68,0.57,0.66,0,0,0,0.05,0.68,0.88,0.55,0.05,0.11,0.18,0.77,0,0.44,0.99,0.02,0,0.64,0.56,0.31,0.28,0,0.74,0.54,0.8,0.3,0.82,0.69,0.37,,0.52,0.45,0.72,0.78,0.84,0.3,0,0.51,0.21,0.68,0.63,0.16,,0.19,0,0.56,0.52,0.77,0,0,0.81,0.53,0,0.37,0.98,0.68,0,0.46,0.91,0.47,15,25
selenium.csv,0.02,0,0.24,0,0,0,0,0,0,0,0.31,,0.11,0,0.88,0.05,0.49,0.26,0,0.43,0.57,0,0,0,0,0.68,0.88,0,0,0,0.18,0.77,0,0,0.99,0.02,0,0,0.02,0.34,0.28,0,0.06,0.54,0,0.33,0.82,0.18,0.37,0,0.52,0.45,0.08,0.78,0.82,0.3,0,0.39,0,0.68,0,0,0.97,0.19,0,0.41,0,0.73,0,0,0.47,0.37,0,0.37,0.98,0.38,0,0.26,0.91,0.47,11,13
smbopensoft.csv,0.02,0.09,0.23,0.08,0,0,0,0.27,0,0,0.29,0.66,0.44,0,0.86,0.13,0.5,0.91,0,0.52,,0,0,0,0,0.67,0.88,0.05,0,0,0.17,0.75,0,0,0.76,0.02,0,0.25,0.46,0.3,0.27,0,0.62,0.55,0.22,0.31,0.73,0.56,0.37,0.67,0.46,0.46,0.66,0.78,0.8,0.31,0,0.36,0.22,0.76,0.39,0.04,0.93,0.14,0,0.5,0.26,0.74,0,0,0.5,0.48,0,0.36,0.97,0.65,0,0.47,0.85,0.44,13,19
thout.csv,0.02,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.88,0,0.48,0,0,0,0,0,0,0,0,0.64,0.88,0,0,0,0,0.77,0,0,0.99,0.02,0,0,0,0,0.28,0,0,0.54,0,0,0.82,0,0.37,0,0.52,0.45,0,0.78,0.54,0.3,0,0,0,0.55,0,0,,0.25,0,0,0,0.77,0,0,0,0,0,,0.83,0,0,0,0.91,0.42,9,10
triplea.csv,0,0.05,0.15,0.57,0.57,0.62,0.62,0.25,0.46,0.47,0,0.31,0.63,0.22,0.04,0,0.19,0.75,0.83,0.28,0.13,0.9,0.43,0.58,0.14,0.2,0,0.55,0.07,0.13,0,0.31,0.53,0.45,0.02,0,0.53,0.55,0.45,0.47,0,0.24,,0,0.93,0,0.06,0.43,0,0.78,0.19,0.07,0.64,0,0.05,0,0.19,0.55,0.39,0.56,0.58,0.16,0,0.21,0.63,0.31,0.58,0,0.02,0.63,0.57,0.24,0.27,0.12,0.3,0.59,0.21,0.59,0.16,0.27,5,11
tzod.csv,0.03,0.06,0.23,0.07,0,0,0,0.29,0,0,0.29,0.53,0.56,0,0.87,0.13,0.42,0.16,0,0.55,0.04,0,0,0,0,0.64,0.88,0.07,0,0.2,0.17,0.72,0,0,0.78,0.03,0,0.06,0.41,0.41,0.29,0,0.35,0.54,0.03,0.3,0.56,0.32,0.37,0.38,0.48,0.46,0.58,0.78,0.83,0.3,0,,0.3,0.69,0.34,0,0.78,0.13,0,0.46,0.06,0.77,0,0,0.36,0.4,0,0.48,0.83,0.67,0,0.46,0.78,0.52,10,13
umber.csv,0.02,0.06,0.23,0.34,0,0,0,0.21,,0,0.31,0.59,0.59,0,0.88,0.13,0.49,0.97,0.07,0.56,0.64,0,0,0,0,0.66,0.88,0.28,0.05,0,0.18,0.77,0,0.15,0.99,0.02,0,0.32,0.53,0.28,0.28,0,0.74,0.54,0.55,0.3,0.81,0.66,0.37,0.09,0.52,0.45,0.71,0.78,0.84,0.3,0,0.35,0.27,0.68,0.48,0.13,0.98,0.19,0,0.58,0,0.78,0,0,0.81,0.48,0,0.38,0.97,0.68,0,0.43,0.91,0.45,15,20
unladen-swallow.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
vdsf.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
werx.csv,0.02,0.05,0.23,0.57,0.57,0.62,0.62,0.21,0.41,0.47,0.31,0.66,0.65,0.22,0.88,0.13,0.49,0.99,0.86,0.57,0.66,0.9,0.43,0.58,0.14,0.67,0.88,0.55,0.07,0.13,0.18,0.77,0.53,0.45,,0.02,0.53,0.63,0.56,0.31,0.28,0.24,0.75,0.51,0.99,0.3,0.76,0.74,0.27,0.76,0.52,0.47,0.72,0.79,0.82,0.3,0.19,0.53,0.3,0.68,0.63,0.16,,0.18,0.63,0.56,0.57,0.77,0.02,0.63,0.81,0.54,0.27,0.38,0.98,0.68,0.21,0.46,0.91,0.48,18,30
wgs-assembler.csv,0.02,0.05,0.23,0.59,0,0,0.15,0.21,0.49,0.5,0.31,0.69,0.67,0,0.88,0.13,0.49,0.91,0.4,0.57,0.66,0,0,0,0.29,0.68,0.88,0.6,0.13,0.04,0.18,0.77,,0.45,0.99,0.02,0,0.72,0.57,0.31,0.28,0.22,0.72,0.54,0.8,0.3,0.82,0.75,0.37,0.79,0.52,0.45,0.73,0.78,0.84,0.3,0,0.53,0.41,0.68,0.65,0.16,0,0.19,0,0.56,0.59,0.77,0,0.26,0.81,0.54,0,0.37,0.98,0.69,0,0.46,0.91,0.47,18,26
wpdev.csv,0.02,0.05,0.23,0.56,0,0.63,0.56,0.21,0.41,0.54,0.31,0.67,0.65,0.23,0.88,0.13,0.49,0.98,0.85,0.57,0.66,0,0.29,0,0.15,0.68,0.88,0.55,0.07,0.14,0.18,0.77,0.51,0.45,0.99,0.02,0.51,0.64,0.56,0.31,0.28,0.24,0.75,0.54,,0.3,0.82,0.74,0.37,0.76,0.52,0.45,0.71,0.78,0.84,0.3,0,0.53,0.3,0.68,0.63,0.16,,0.19,0.62,0.56,0.56,0.77,0,0.57,0.81,0.54,0,0.37,0.98,0.68,0,0.46,0.91,0.47,17,27
x4x.csv,0.02,0,0.25,0,0,0,0,0,0,0,0.31,0,0.03,0,,0.15,0.46,0.12,0,0.28,0.36,0,0,0,0,0.64,0.88,0,0,0,0,0.75,0,0,0.98,0,0,0,0,0.04,0.28,0,0,0.54,0,0.16,0.78,0,0.37,0,0.53,0.44,0.08,0.78,0.69,0.3,0,0,0,0.58,0,0,0.97,0.2,0,0.29,0,0.71,0,0,0.34,0.07,0,0.29,0.93,0,0,0.11,0.91,0.4,9,11
xbrlapi.csv,0.07,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0.66,0,0.2,0,0,0.16,0,0,0,0,0,,0.84,0,0,0,0,0.28,0,0,0.67,0,0,0,0,0,0.15,0,0,0.51,0,0,0.33,0,0.31,0,0.17,0.33,0,0.69,0.1,0.31,0,0,0,0,0,0,0.99,0,0,0,0,0.25,0,0,0,0,0,0.06,0.06,0,0,0,0.57,0.32,2,5
xharbour.csv,0.02,0.05,0.23,0.57,0.59,0.62,0.62,0.21,0.41,0.47,0.31,0.69,0.65,0.22,0.88,0.13,0.49,0.99,0.86,0.57,0.66,,0.43,0,0.14,0.68,0.88,0.55,0.07,0.13,0.18,0.77,0.53,0.45,0.99,0.02,0.53,0.63,0.56,0.31,0.28,0.24,0.75,0.54,0.99,0.3,0.82,0.74,0.37,0.76,0.52,0.45,0.72,0.78,0.84,0.3,0.19,0.53,0.3,0.68,0.63,0.16,,0.19,0.63,0.56,0.57,0.77,0.02,0.63,0.81,0.53,0.27,0.37,0.98,0.68,0,0.46,0.91,0.47,18,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31
