NFix,CL,max_ModifiedLOC,avg_FANOUT,max_NOM,avg_AddedLOC,max_CBO,avg_DIT,avg_NOC,total_DeletedLOC,Buggy
12.362626053711331,2.7049643847129534,14.347520182017604,8.666067834408535,5.168128089740669,9.0,8.733352764276988,9.0,9.0,11.969545491705805,True
10.538517051797543,8.0,12.761758529891793,3.0,11.738270633399026,9.0,8.872913615116104,9.0,9.0,11.518169964218345,True
10.095904347912976,8.0,12.745780844827877,7.932097727119201,9.026984387161937,10.97831475328925,11.887947958313651,5.174915958662406,9.0,10.217127941939413,True
14.994313515809743,8.0,10.86215751702415,10.693005671534065,8.0,7.332231717807545,11.660955202936277,9.0,9.0,15.667400354634907,True
14.11838328955042,6.006291559038148,11.091888674519844,6.236380814932515,9.755630160552224,10.572052878941731,8.658844010894853,9.0,10.952029048980513,10.45014256829445,True
10.0,11.189801170023806,10.757423650216904,1.6236618689420916,14.813777953119917,10.08567082312568,8.572760637577726,9.0,9.0,9.188425859792842,True
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
10.0,8.51065039416712,10.30678562251668,13.629710025877834,9.130687575797724,8.98396901222298,12.327274523862002,9.0,9.0,11.215541388883928,True
12.029975533683402,10.368998895249076,0.8572763496636222,13.451568013378793,11.23816507934301,0.0,11.788434795975832,10.101715296738828,9.0,4.0,True
5.0,2.1051390406724284,12.788207982842103,6.17188642927177,8.0,9.0,8.50043419137907,2.76303292222633,9.0,8.283984859400418,True
10.868053875907087,8.0,0.0,12.13264053155332,6.4487756797851254,5.596396710036752,11.349191095664741,9.0,9.0,5.6522309879252255,True
5.0,6.978877200835614,7.893255912199798,10.472833352329769,6.8354132213272285,4.7580906634746505,3.564499541369757,9.0,10.162903778882676,9.031554427332956,True
9.619243037750593,5.204395546726545,9.797861174392214,3.0,8.0,7.927777530902092,7.0,10.646490108671037,10.59054570706859,11.499608386324454,True
6.696209407178346,10.106425173528137,3.7330470367492987,14.633938929370112,1.004467604263298,8.199356439385733,7.0,2.108853509684878,9.0,6.572837672283125,True
5.0,2.8855725384681583,10.361372779436232,5.402368914990088,8.0,9.0,8.096040255691722,1.1759421608416072,9.0,9.822365560356602,True
1.1708579627568305,1.0,0.12347783909089927,3.305152431385358,3.0,8.470078101889246,4.58869978699888,9.0,9.0,2.1096413665028018,True
11.068319153036294,11.516896144055645,10.522946142822107,13.720311625075414,11.57841808457488,10.388775884780495,11.092054517767368,4.215967653035611,9.0,12.77073246728714,True
10.868923671028476,0.0,12.197792877671166,10.20219558973441,4.6768489368416395,9.0,8.89175050295717,9.0,9.0,13.327475942472113,True
9.604045251145289,5.810614449995541,9.631577803482019,3.0,8.0,7.304220195554684,7.0,10.766926966409816,10.246201982766097,10.276603967541355,True
9.579826986270032,6.101122478848545,1.405923886861866,5.93745882655812,11.634440473014488,9.0,9.632305049382959,3.595537907119683,9.0,4.0,True
5.0,0.0,2.0122945986340115,4.59459147464417,0.10969082902964233,7.389307655156482,3.972455867623178,9.0,9.0,4.0,True
0.36439215567243544,3.8306937520408364,0.0,0.16199448449733156,9.53038049445011,0.0,0.0,2.3655091463056155,9.0,0.3704100303893245,True
10.0,17.914772183700347,0.0,8.82003259874193,15.703111453907068,0.0,10.898356292443324,3.276742019565301,9.0,3.436027774526596,True
4.3514029087065635,4.438363246353524,3.3163686043941136,3.5008792786196112,10.904416160823608,7.0,8.016603660751505,1.251797691410781,9.0,1.401494388278285,True
13.841367891249565,11.231379370753599,12.689169851956246,6.005782815889749,10.615592325685236,10.30354212112948,10.73960549672178,4.933257695436216,9.0,13.519449623566995,True
1.6772031194241572,4.949173017805628,1.1082481775124668,0.7396348187582689,7.190138686880841,0.0,0.0,3.488306277011991,9.0,2.9406488913899698,True
8.351336647762997,1.0,9.0,5.0,1.6931446726048724,8.3180470071192,7.0,9.0,9.0,8.0,True
4.99705517683293,3.106331741053489,4.421064597820022,3.208496121172355,9.142957117495964,7.0,8.64819349798807,4.924201032648675,9.0,3.969096381306381,True
2.643593743658511,3.136924101412661,0.0,9.4730611731551,10.105922756516646,9.923463865162603,8.947794725627082,9.0,9.0,1.4000290167205187,True
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
1.1461124668205578,3.0042638542955977,0.0,0.0,7.910794127007516,2.3226897762620604,1.4093878405789781,1.4953263816186242,9.0,3.334545978878088,True
5.0,4.135482076999492,11.981594337857521,3.0,10.080025259831805,10.509685769664245,4.268100519991441,2.8391366098542474,9.0,10.247083055613647,True
13.272500630612011,8.0,10.654759060459,14.304816297864672,8.0,7.185039715127903,10.334539486331131,9.0,9.0,11.466070048722212,True
1.9900742213070055,9.80348923592707,10.97749239936351,1.3605941259439414,16.209617760833833,10.613432846738249,3.6294006595819885,3.4362246479761733,9.0,10.832619567475724,True
3.4969099199311504,13.889688984339498,2.2814792618891686,2.79840936750594,12.028932805272404,9.08525189558806,7.0,9.0,9.0,2.4174863607136525,True
10.0,12.833524852670443,10.096755021657048,12.686260063798507,9.614902587833827,8.04502310996398,10.634230552167983,9.0,9.0,11.131259322981393,True
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
13.021279238409349,0.0,9.300706129056215,1.6894855307333203,9.63440379601104,9.0,7.0,9.0,9.0,7.417661769202712,True
4.153046583753896,2.171300343911875,5.047119177846202,5.0,6.208077147910224,8.554200871187337,8.506773714957179,9.0,9.0,4.64749544773754,True
3.950505147480523,5.145689051192715,0.0,2.4701891499174833,7.564345227042237,3.843946407820349,2.234607011369535,4.577504582276145,9.0,4.263976648625256,True
5.0,1.2651795339263407,0.8808216691235642,1.0750063173834923,6.075106920498141,0.0,1.2356907775691406,2.686564261820959,9.0,4.0,True
8.37606597408378,0.20324376056660087,14.26790451412804,16.58074134311208,2.7804973149910905,5.620694669439362,5.697526558156571,9.0,9.0,13.49859959196663,True
8.846379932504263,1.0,9.0,5.0,1.588564759030765,8.331549690464614,7.0,9.0,9.0,8.0,True
5.0,2.5811291249927972,2.9951044645520497,3.0,6.137886663495601,3.2125417328276926,3.9099775773675214,3.410189884228195,9.0,6.459705104921095,True
0.07247553622119529,6.823717291070624,0.3118146919526401,1.2400943230792287,9.366958634926618,3.7966358176377577,2.6720995570106365,1.016062384260286,9.0,4.1722545023731,True
6.362929935927809,7.876456823091919,9.0,2.5058104131138346,8.279008323490391,8.204433990276438,7.0,10.888792188065192,10.453364110987184,9.582224483345117,True
10.0,18.92062155893982,10.939693898190255,5.0,14.975691028117065,12.733850909041696,10.889526471130061,4.85269942729088,9.0,10.770638366240686,True
5.0,5.382942656038699,10.97772245655009,1.5314867635483966,6.744839161675974,0.0,0.0,4.570908513243366,9.0,9.96417132167385,True
5.0,3.6100460958755867,11.76116178065959,5.501248750481282,8.0,9.0,8.113400560502539,1.090558418539867,9.0,7.327293289245667,True
3.68964427672842,2.2859100798533207,4.822120294374039,5.0,6.036286296589833,8.447014577517821,8.82506493685969,9.0,9.0,5.198936854123582,True
9.119837123011447,8.0,0.10538000418926607,8.03821403858483,6.589313142332924,6.282059810330753,11.951112649737663,9.0,9.0,5.692808412032127,True
10.0,12.181516997094482,10.614063365143624,2.0479235587022964,16.91195010894856,10.92122998755333,8.422222606201206,9.0,9.0,9.554876583483695,True
1.2395125718272464,4.466792763240422,4.251108076905297,3.8314869705952703,8.55451564740982,7.0,8.142548717671506,2.442945761236912,9.0,2.357700071070768,True
8.520525273185914,4.518194931717938,10.545214394275009,7.022874508356071,6.630759914984273,10.006642764757467,8.096584222596732,9.0,9.0,9.642818175863656,True
5.0,4.528846694693867,13.077662325004487,3.0,11.114750593233598,10.80776178755949,3.6979396150432633,1.77723313216618,9.0,11.281453319116578,True
13.820366169013349,0.0,9.44977690927926,6.452420945302447,1.4270213892724033,5.190094972025307,7.0,9.0,9.0,10.60439157037192,True
5.0,0.8992083223014982,10.255645239147741,6.206115334549324,8.0,9.0,8.648939384372573,3.059833824429012,9.0,7.008081238409904,True
12.242314519413016,11.017627468503575,1.1384915747132438,10.398784362803848,11.021521623392054,0.0,10.347363200482189,4.764972466459055,9.0,4.0,True
12.342513628430467,1.647606592082679,13.344851820598919,9.646599439049236,5.899367301298994,9.0,8.770801204657706,9.0,9.0,12.11440230508668,True
6.089187223835222,10.529453052864381,4.499076626917757,5.0,8.50190254066112,8.452738742414423,8.338981909355358,1.0580935289038824,9.0,4.652959152890586,True
12.100956324735895,6.7827374517687105,9.108244335118279,12.58199925524457,2.2842089332572075,9.0,10.167214012572803,9.0,9.0,11.761593915293494,True
8.675006223102576,5.651735768212309,9.281615917735156,3.0,8.0,7.83011641006106,7.0,10.739545684142913,10.446985778908246,9.023362264050357,True
11.8182883627506,0.0,14.818596162259094,11.628857204373091,0.0,9.0,10.534486619367005,9.0,9.0,10.412779853188251,True
3.654603554307423,8.462985536012338,10.64347208734151,1.124808477255906,16.95202739353449,10.240057777849298,4.745789914134042,2.9879737321396362,9.0,10.55563165849186,True
2.623420203507105,4.302330868483839,0.0,1.1386521077168916,10.238267576959466,0.0,0.79857516668153,1.4444856596287452,9.0,2.141437373027238,True
6.0190194989711525,1.0,4.333657676275381,5.0,3.0,3.0415126664367973,7.0,4.772648000119209,10.084632618416688,6.215071844764499,True
8.63542020210695,6.146464389928434,6.842777542226492,6.914228249837156,4.264993444128423,7.815803105655532,8.356125230155024,4.48334172748261,9.0,5.582046481297592,True
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
8.928225013594176,3.186705794507482,6.632946196222713,9.164863650746575,1.7700323752251308,9.0,3.9425989734894666,9.0,9.0,6.240773531086173,True
